	ID	comment	label
3940	십대가장이다	솔직히 가능성 없다고봄 일단 소수민족에게 특혜가 무궁무진함 그리고 무엇보다 본인들의 의지가 중요한데 전혀 독립할생각이없다 대부분에 소수민족들이 그나마 저항세력이 신장 위구르족 홍콩 대만 이정도지 나머지는 공산당에 정책지배에 당연하듯이 수궁함 시위나 정치글은 사전에 통제함	0
10981	"..@"""	힘을내라 이기야	0
19297	 유세유니 대단해  	아 비오는 날 비 맞으면서 서핑하구 싶따	0
33880	 UGMA WHA  	아이고 할배요 가래침을 나이를 거기로 드셨나봐요	1
3390	오일육은혁명이닷	폐경 안왔으면 임신된다폐경이 45이상이던가 그래	0
31187	삶은코코넛	압도적이노 시발군대갔다와서 3프로그램공부할껀데 취업시켜주십쇼	1
27848	치메	대가리까지 갖췃노	1
27676	나는보살이니라.	좆물	1
27208	20년차야탑인	씨발 이게 짱깨 실드냐한국에 있는 짱개새끼들 중에 사고치는 새끼들 처벌 강화하고더 엄격하게 관리해야지아무 상관없는 엄한사람 데려다가 패는게 뭔 애국이라는거냐고국적이 중국이어서 씨발 여기 이렇게 전체주의에 찌든새끼들 많았냐	1
2601	브래들리쿠퍼액	결혼전에 맨날 원숭이 두마리랑 쓰리섬하고 그랬던거아닐까 두마리한테 꼭지졸라게 빨리고 그랬을듯	0
5875	고무통ㅇ	힘내라 넌 대단한놈이야	0
12027	닉네임을써주세요	보라도리막플	0
34954	 서운한진구  	참고로 제시 이번에 지민 일터지고 나서 바로 지민 언팔함	1
10718	ook	와 2만 댓글이 넘어섰다대단하다	0
4342	제발용서해주세요+20	이 속도라면 26000베 갈것같다 내 댓글은 성지가 된다 2600026500 사이 찍는다	0
590	귀여운티모	니 말인 즉슨독감주사 하나 맞으면 그 독감 균을 제외한 모든 균한테 내성이 생긴다는거임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ백신영역 혁신일어나부럿노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
9525	XGxXG	마인드 멋진놈이다 이기	0
13905	 다머응애  	008 라라님 넘어지기 직전	0
12983	900803	이건 정말 너무한 거 아니야	0
2548	카노호카사우코	왜 욕을하구 그래 ㅠㅠ 양심의 가책을 느끼고 반성하면서 쓴건데	0
6710	옵토메트리	인성 ㅆㅅㅌㅊ노	0
23759	 M eteor  	너 영화관 알바가 첫번째 영상인지 확인하러 왔지	0
34297	 말랑콩떡 인절미  	이렇게 편애란 편애은 다 받아놓고 라스 나와서 제시 깐거야 신지민 쟤 진짜 정상 아닌건 알았지만 상상을 초월하는 또라이였네ㅋㅋㅋㅋㅋ	1
23669	 펭수내동년배  	내 동년배들 이 노래  틱톡꺼인줄 안다	0
21924	 전민우  	방금 집왓는데 이세기 영상보니까 또 가고싶어지네 ㅋㅋ	0
31401	겟레디투점프	짜식 댓글 보느라 힘드노	1
8379	김머리는머대리	오 그럴듯	0
12951	준희남친	밥값하 운영팀	0
24831	애국보수쯔위	저게 잘못된거라는건 아는데 솔직히 난 상관없음 ㅋㅋㅋㅋ 젊은남자 좆 한 번 보여주는게 뭐 어려운 일이라고똥 존나 마려운데 저러고 있으면 빡치긴 하겠지만	1
772	꿀땅콩한움큼	주웠으면 주웠던 술집에 맡겨놓는다든지 하면 되는데 사용 목적으로 다른 지역까지 갖고 날랐으니 주유비 원인제공 한 거 아니냐	0
34483	 수직손잡이  	흠 그저 바라보고 모른척 방관하는 것도 죄임	1
6410	좆커	진짜힘내라 광광 우럭따ㅠㅠ	0
12796	복상사주지스님	ㄴㄷㅂ오순도순 이야기도 하고 이야기 끝나면 육체적으로 교감도 하고잉 일타 쌍피 하자면 얼씨구 좋다 하겠다 ㅁㅈㅎ	0
3297	엠씨더맥스섹	주어듣고는 사실인마냥 선동하고 다니노ㅋㅋ	0
21424	 undeadjl  	돈도 챙기고 솔직하게 리뷰한 척 민심도 챙기고 ㅋㅋ 개돼지 상대하기에 최적화인데	0
28107	평양206호실+2	ㄹㅇ 성매매가 더 싸게침 그렇다고해서 처녀들인것도 아니고	1
5901	{착한아이}	헐     어쩌노 힘내라 힘	0
17446	 김동영  	이조합 ㄹㅇ꿀잼이넼ㅋㅋㅋㅋ	0
16845	 ᄌᄒᄉ  	우리처럼 편집되거나 걸러진 화면을 보는 사람들보다 카메라 앞뒤를 다 지켜본 동료들이 더 확실하지ㅎㅎ	0
27682	주피	자그마치 기원전 30세기를 거슬러 올러가는 전기 금도금 건전지 주장이 나오는 서양 역사와는 비교하지도 않겠다기원전 1세기 역사 시작부터 중국 짱개 한사군 설치로 자그마치 400년 식민지배 몽고 100년 명나라 300년청나라 300년 일본 36년조선인들의 화려한 공녀조공노예피식민지배 역사들 국민성 ㅋ조선인들에게 너무 큰 기대를 하지마라 역사는 거짓말을 하지 않는다 ㅋ	1
7006	되는기읍노	멋지노이기야	0
16485	 정상재  	한방훅 가네	0
29664	엠충인생이다이거	나보다 ㅂㅅ이라 ㅇㅂ	1
26623	실명직전+3	좆되긴 뭐가 좆되 ㅋㅋ 일게이들 니네 인생이나 걱정해라 쟤넨 그냥 내년에 시험보면 되는거야	1
565	호우날두	남자는 성욕이 왕성하잖냐	0
16591	 포고  	형 나랑같이하자 답해죠 제발 형	0
3663	의사소통불가	나도 봤음	0
1057	노묵훈발냄새	일리둥절	0
6489	아조씨	간부는 ㅇㅂ야	0
19467	 이지은  	아니 왜 지민은 저럿게 당해놓고 민아한태 왜 10년 동안 화풀이를한거야 뭐야 아 그런데 물론 제시가잘한건 아니지만 그래도 지민 눈 빛 진짜 보기 싫다	0
22397	 윤다현  	사자  치와와	0
25983	병신감지기+2	니가 뭔데 6렙한테 인정한다 지랄싸고 있어 일렙 좆병신 새끼가	1
14384	 Steven Gerrard  	알바하면서 노인 분들 반말은 워낙 많이 들어서 이제 감흥도 없지만 실내에 가래침은ㅠㅠ 실외에서도 뱉으면 안되는데	0
12706	혜링	아 내 가 막 플 이 다	0
29285	♬피아니시모	슨타크게이 힘내라이기야 ㅠㅠ 너 팬인데 한동안 글안써서 통베 떠났나 했더니 교통사고였었노쾌차해서 좋은글 많이 싸길바란다	1
22309	 장슬  	비판은 하되 선은넘지말자제발	0
5718	로젠부르크엥겔	ㅇㅂ나받아라 ㅠㅠ	0
5082	폭동쥬스+2	인간의 삶은 태어나서 죽을때까지 모두 유전자빨임ㅋㅋㅋㅋ	0
7657	부평역호떡장수	ㅇㅇ너도 행운을 빈다 이기야	0
2253	고순조	20살부터 일본살았는데 한국인인지 못알아챈다는부분부터 스크롤 내림ㅈㅎ	0
8655	팡주는복통이야	참 니 올린거 보고 많이도 웃었는데힘내고 ㅇㅂ	0
23542	 project overclock  	나이쳐먹고 추하다 사람을 괴롭히네 제시 앞에서는 쭈리더만 뒷담만 하고 ㅋ	0
4128	지잡대의대생	미세먼지곤곤래	0
25714	양친출타	솔직히 글쓴게이가 스시녀 평가한 부분은 상당히 공감 되는데 일단 언어적인 측면에서 나도 존나 궁금함 인터네이션이랑 발음은 솔직히 구분 못할 수도 있는데 생활하다가 어 외국인인가 라고 상대방이 느끼는 부분이 없을 수가 없음 ㅋ 그리고 회사다니는데 데빗또는 뭐지ㅋㅋㅋ 나도 락텐이랑 아멕스는 들고 다니는데ㅋㅋㅋㅋ	1
48	노래할떼껄룩	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
33496	 lomio  	ㅋㅋㅋㅋㅋ개윳기네 깜짝 놀라진 않아 ㅇㅈㄹㅋㅋㅋㅋㅋ	1
3176	암연소혼반	나도 상하차 제대후 대학 복학하고 했는데난 운동도 안하고 키작고 50대 멸치인데 명절연휴때 가서 두달넘게 했는데힘든거 맞는데 밥 든든하게 먹고 하면 할만함처음 일주일이 좀 힘들다 발에 물집잡히고	0
34191	 원정상옵치미쳤다  	치요남은 맛없다고 지랄한것도 문제인데 그걸 가지고 장난전화한 초딩도 문제있는거아님	1
20651	 마블리 너 왜이렇게 귀엽냐  	왜 그러는지 모르겠다고요 ㄹㅇ 진짜로	0
18274	 니여자를 뺏을까말까.  	제시가 선견지명이었네 ㅌㅋㅋ 지민 선긋는거봐라	0
17205	 SORIAMBIANCE  	이때 타이미가 엄청 잘하긴했음 언프리티랩스타에서 타이미가 한 랩 중에 아때못망 만큼 제일 잘한무대 중 하나근데 지민 키썸 무대는 산이가 초반부터 지민 아이돌이라고 우리 지민이는여  막 이러면서 엄청 빨아줬었는데 약간 그렇게 쎄이지민 쎄이키썸 재롱부리고 남자들이 우쭈쭈해서 반응 좋았던 마지막에 지민이만세 이런거 보면 말 다했지 제시입장에서는 말이 안돼보일 수 있음진짜 제시는 뭐 평소 지민키썸에 대한 개인적인 감정을 차치하고 본인이 말한 그대로 오늘 타이미가 진짜 잘했고 칭찬도 많이 받았는데 떨어진다는게 이해가 안될수돜ㅋㅋㅋ심지어 저 날 제시가 당당하게 1등했는데도 오늘이 자기가 아닌 타이미 언니의 날이었다고 말하고 300 이 프로는 언프리티랩스타 라고 강조하는것만 봐도 왜 랩으로 평가 안받느냐 이런 느낌 330 타이미한테 언니 앨범내고 언니 일 하면 된다고 위로하는거보면 진짜 타이미 잘했는데 왜 떨어졌는지 이해안된듯 그리고 제시가 해투에서도 말했듯 산이가 엄청 얄밉게 이간질시키는듯ㅋㅋㅋㅋㅋㅋ뭐 지민 키썸도 면전에서 저러니 기분 나쁠 수도 있지만 저렇게 앞에선 뾰루퉁해있고 인터뷰로 내내 비꼬던데 특히 키썸 좋아보이진 않았음	0
32775	統進黨解散記念日	노무현 박연차 게이트 수사현황에 유감이다	1
8613	훈대장	신은있는건가	0
5714	erosomi	흠	0
12332	기어와라냐루코	ㅁㅍ 마리카같은 여자만나게 해주십쇼	0
15562	 김지민  	빨리올려	0
12028	나도함먹자함먹자	내ㅏ막플이다	0
12152	뜬금없이일베줌	막플달게 해줘라 이기야	0
25616	모립이	쌍도새끼들 손투리 씨발 왜하는거임 대체  ㅋㅋㅋㅋㅋ	1
4088	등킨도나츠묵자	넌 촌놈이구나 ㅋㅋ	0
13068	 국민  	  왜그러는지 모르겠어여	0
29732	시간연속일베중	아 씨발 이새끼는 쓸데없이 밝게 글써서 더 좆같네 개씨발년아 힘내라	1
24479	괴짜가족	시발 이깐 게 일베가넼ㅋㅋㅋㅋ 병신들아 이런 거 구라야	1
6045	아카자앗카링	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
7056	삶닿시삻랗무	진짜 화상입었을때 노짱봤겠다 고통스러웠겠노ㅠㅠ	0
9659	Skype	일어나서 다시 왔다 오늘도 열심히 살고 항상 건강하자	0
26263	사기노미야	축하한다 씨발년아	1
26605	시진핑담당일진	ㄹㅇ대학때 몸굴리던 동기년 농촌지도사 합격한 호구선배 하나물어가지고 지금 씨발 애 셋놓고 잘살더라	1
32655	홍어정보원	ㅁㅍ모든 시험 다 잘보고 합격하고 원하는 여자들 미인 다 따먹게해주세요 부자가 되어 돈이 수도꼭지에서 물흐르듯이 나오게 해주세요ㅁㅍ모든 시험 다 잘보고 합격하고 원하는 여자들 미인 다 따먹게해주세요 부자가 되어 돈이 수도꼭지에서 물흐르듯이 나오게 해주세요ㅁㅍ모든 시험 다 잘보고 합격하고 원하는 여자들 미인 다 따먹게해주세요 부자가 되어 돈이 수도꼭지에서 물흐르듯이 나오게 해주세요ㅁㅍ모든 시험 다 잘보고 합격하고 원하는 여자들 미인 다 따먹게해주세요 부자가 되어 돈이 수도꼭지에서 물흐르듯이 나오게 해주세요ㅁㅍ모든 시험 다 잘보고 합격하고 원하는 여자들 미인 다 따먹게해주세요 부자가 되어 돈이 수도꼭지에서 물흐르듯이 나오게 해주세요	1
12762	판사지원	나만잘되게해주세요 막플	0
12878	곧다1복구합니	어쩌라구 ㅋㅋ	0
4438	죽기전에한마디만하자	너처럼 순수한 애들이 많으면 좋으련만	0
18414	 박건영  	제시한테 혼나고 민아한테 화풀었겠네 못된기집애	0
11113	"..@"""	ㅋㅋㅋㅋ이제 내일 ㅇㅂ마감될때만 지켜보면 되겠다 이기야	0
20946	 June Kim  	심심해서 왔어요 ㅎㅎ	0
18027	 jb lee  	정말 교육이 중요하다 다 그러신 건 아니겠지만 어디서 못 배운 티 나는 노년층들 노답	0
2981	시발나라	대화가 안되네ㅎㅎ 그러니까 누가  가장 부들거리는지도 혼자 모르고있지ㅋㅋ	0
28190	필승악	2도 요즘 기획이다 배우가 찍음 ㅅㅂ	1
3826	유지중	인도라는 거대한 똥덩어리가 하나 더있다 죽여도 된다	0
30945	어차피우승은원숭	진짜 사람인생 한순간이네 그렇게 재능잇는게이가 가버렷노	1
359	경계선지능게이	이제 이해했다	0
25596	메시기무치+7	나경원 피부과 저거 나꼼수 새끼들이 선동한거잖아 ㅋㅋㅋㅋ 아님말고의 원조 새끼들	1
29097	벗음커벗음커	힘내라 게이야 너 보고 나도 다시 힘내야겠다재활 잘 해서 또 다른 삶을 살기 바란다	1
30656	이기노지노이기야	게이야 힘내라 발명품 또 보고싶다	1
2183	문재앙애미뒤진새끼	지들 조건 맞춰서 논다는데 왜이리 불만들이 많노ㅋㅋㅋ	0
5773	샤메이마루아야	타자 왼손만으로 친거냐엄청 안타깝네	0
26717	661434	학식충이든 어그로꾼이든 어휴 떡밥터지면 일베한번갈려고 온갖 후폭풍 올 드립들 다 치는 새끼들은 그냥인터넷 끊고 산속으로 들어가 살아야함	1
17800	 쁘링  	저 엘베에서 만난사람이에요ㅋㅋ 진짜 민수님인가 생각하고 있었는데말을못했네요ㅜ 포항 아파트가 어머니 집인가욧	0
34336	 맘만원빈  	지민이 숙소에서 잡들이 하니 알아서 설현은 깨깽한거 아닌가  설현이 스타니 지민은 옆에서 인기 붙어 먹을려고 한거고 반에서도 일진이 잘해주면 알아서 멍멍 하면 따르게 되있음  아무튼 지민 애는 먼저 정신과 부터가서 치료해야함 반인격장애 같음	1
10215	아폭	하는 일 다 잘되게 해주세요	0
8690	어떻게공영방송에	이미1위 찍음	0
1890	아부르부르+2	2로와라 이기야	0
3497	우크라	90년대 고노담화 이후로 한동안은 한일관계가 온건한 편이었고 오부치 게이조 재임시절엔 피크까지 올라갔음또한 김대중 시절에 와서야 음지에서나 소비되던 일본문화가 정식수입되고 일본에 대한 정보가 폭발적으로 들어오기 시작함갑자기 욱일기 선동은 무슨 고이즈미 무렵부터 일본이 다시 우향우하고 아직도 욱일기를 극우 심볼로 쓴다는 게 밝혀져서 반대여론이 일어난거지	0
6088	근육몬06	ㅋㅋㅋㅋㅋㅋㅋㅋ뜬금없이	0
10169	너도나도죽창한방	와 역대급이네	0
25477	리둘뤼+1	ㄹㅇ통짜골반 빼먹었노 게이야	1
1707	따뜻한노무현	디자인은 이쁘게 잘뽑은거같다 욱일기	0
25628	스시응디	ㄹㅇ 어줍잖게 스시랑 결혼할바에 김치가 나음	1
5011	보내주냐	보상금 보험 얼마 타먹었냐	0
29612	울엄마더럽	와 씨발 저래 재능있는놈이 저래될수가ㅠㅠ 하늘도 무심하시지 씨발	1
28066	패기머리	아다여성은 남편의정조를 주장할 권리가 있다	1
9240	고다운화이팅	이거 막플 달 놈 누구냨ㅋㅋㅋㅋㅋㅋㅋㅋ	0
21856	 YS K  	바닥에다 침을 뱉네 어리고 젊은 애들도 저딴짓 안하는데나이만 처드신듯	0
11602	원순이엉덩인빨개	4만베 개쩌노 ㄷㄷ	0
32216	스핏파이어조	미친진짜 앞으로 이기록 절대로 못넘는다	1
34923	 달콤퀸  	진짜 못생겼다	1
32108	노짱덮밥	ㅆㅂ 누가먹노	1
33779	 김체리  	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ신지민 쟤 눈빛 봐 사람 죽이겠네	1
21903	 도르마무  	밥은좀 너무햇다 노가다하는데도 저렇게는 안하는데 밥은좀 편하게 먹자	0
16281	 박성희  	팡플렉스관상이무섭다	0
6504	스포티지R15	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
23810	 도전열공  	35초 지민표정보니 성격알겠다	0
1217	니엄마5랑5탄	무슨 남 가르치는일를 아무나하나 열등감 덩어리네 진짜	0
22429	 때귱스  	산이도 래퍼임ㅋㅋㅋ	0
5973	모범사람	화재는 왜 났노 	0
9393	땅끄상스	3만 ㄷㄷㄷㄷ	0
31958	전효성양말	눈팅만하다가 슨타크게이일베주려고 가입했다힘내라	1
10396	폴랜드	일베 새역사쓰노 ㄷㄷ해	0
29135	야마기다이스키	이 새끼 안보이더니 큰일 치뤘구만 하 뭐라 할말이없내 씨발 존나 착잡하다	1
13354	 진재화  	형 언제옴	0
12293	맑고풍요로운광주	백마 타게 해주세요	0
2854	세모네모연구소	ㅉㅉㅉㅉ	0
13657	 옘콩.  	735 오ㅓㄴ전 웃곀ㅋㅋㅋㅋㅋㅋㅋㅋ	0
1472	+야영+	일베 준다 정말 제대로 알고 쓴 글이네	0
20195	 urbanrain  	역시 틀딱  어쩔수가 없어 틀딱은	0
27606	조선족감지기	근데 쟤는 ㄹㅇ 천상 방송인이더라 캐릭터가 워낙 독특하고 재밌어서 그냥 대충 노가리 까는 영상도 조회수가 ㅎㄷㄷ 함무슨 기획짜고 이벤트 개지랄 안해도 동료 만화가 불러서 노가리까는데 개꿀잼임ㅋㅋㅋㅋ뭐지 시발 동생년이 비트코인하다가 털린썰 듣는데 개웃겨 뒤지는 줄ㅋㅋㅋㅋ	1
12178	슨타크를위하여	댓글이 일베수 추월하겠다	0
25909	운마애미자궁구이	나도 얼마나 자식새끼한테 관심없으면 저런걸 찍는데도모르냐	1
21232	 윤하YOON HA  	다앙	0
5687	판교일진시비충	오른손으로 일베 인증하면 4베준다	0
34588	 Ming Jung  	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ복귀각잡고잇다니	1
26672	씹정신분열자	개씨발 섹스원이노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ한달정도만 해보고싶다	1
5263	ㅁㅈㅎ　	바퀴벌레의 저주다 이기야	0
31445	ㅋㅋㅋ웃기노	시발존나 착한게이노ㅠ 긍정적인것좀 보소힘내라시발니가 만든 사진 보니까 눈물 나려하노ㅠ	1
25109	니여친보지내꺼	ㅋㅋㅋㅋㅋㅋ 평생 일이라곤 좆도 안해본 새끼가 사회 계급을 왜 믿어 사회로 기어도 못 나와본 새꺄 니가 니 힘으로 지금 중산층에 있냐 니 부모님이 대단하신 걸 니가 대단한걸로 포장하지마	1
19599	 아진짜돌아오라고  	아이돌끼도 잘 부리던 시절 그립다	0
3905	일침전문게이	렙값 못하노ㅠㅠ	0
34189	 S O K  	총살당한 유가족 오열할때 문재인 아카펠라 공연이라즐거웠냐	1
19604	 뭐고뭐고  	아이제  누구 영상 보는 재미로 사냐	0
13112	 이호영  	000 ㅋ 부터 025로 보샘개웃김	0
19947	 안녕하세요  	언니 책임지고 유트브 떠나주세요	0
30249	죽음의머가리	왜 없어졌나 했더니 이런일이 있었구나 근데 존나 긍정적이네 열심히 살아라 ㅇㅂ	1
16010	 앚휘스트  	촬영장을 벗어나는게 아니라 도망가는거 같다	0
5774	광신도	와 3500베인데 아직도 일베가 실시간으로 치솟네	0
22617	 길길  	구독자들이 있어서 광고도 들어오는건데 구독자들을 속이냐	0
33895	 김명우  	410 니네뭐 썸타냐 질투 존나나게하네	1
33634	 Kim푸훗  	그 당시때 통일온다고 떠들던 개돼지 국민들	1
27215	후라덜놈임	중국인 연쇄살인범 환영	1
11064	건지년존나싫어	경4만베 달성축	0
23929	 ᄏᄏ  	개인적으로 데물쥐가 젤재밋다	0
22422	 JH J  	산이나 지민이나 시류편승해서 증오로 돈벌던 사람이나 한사람 인생가지고 장난치던 사람이나거기서 거기	0
26171	질내외사정	민주화 주고왔다게이야	1
728	보혐은나으힘	ㅇㅂ 인증샷이랑 교묘하게 합성했네	0
28341	슨상그리고노짱	씨발 게이야 ㅠㅠ 떡밥 터졌노	1
11128	NH노무협	막플요	0
31477	기분팡팡좋다+2	게이야 토니스타크도 어떠한 역경과 고난속에서도끝까지 평정심 잃지않고 계속 업그레이드하면서끝내 해피엔딩으로 끝나더라 너도너자신과 내면이든 외면이든 영화처럼 너자신을업그레이드하면서 인생 꼭 성공 하길 바란다너가 쓴 글 아직도 잊지않고 정말 재미있게 보고항상 기대했었던 기억이 난다단지 일에 바뻐서 일베에 모습 안보인거라 믿어왔었는데안타깝다일베 영웅 토니스타크 다음단계로 업그레이드해서 자주ㅇㅂ에서 보자화이팅이다 이기야	1
4366	주악	부들부들 잼 ㅋㅋㅋ	0
12938	초생각하고뱉음	건게캡쳐 지능적으로 회피했네ㅇㅂ	0
14239	 김민정  	135 흑역사 하나 있음 힐링캠프에서 해명하던 시절	0
14620	 Eunice  	아 워크맨이 내 생각에는 조금있으면 티비 프로로 바뀔것같아요 ㅋㅋㅋㅋㅋ	0
21101	 start ham  	니가무슨 대통령이고	0
18296	 요리하는 유부남[Cooking married man]  	제시가 주식이였다면 주가 엄청 올랐다 지금	0
26781	앙마의속삭임	쟨 언어7등급맞고 갔나보지 냅둬	1
13916	 도윤길  	008휴대폰어떡해	0
33751	 정성훈  	지민 ㅈㄴ 공주님이여 뭐여 ㅋㅋㅋ턱주가리는 존나게 튀어나와서 뒷담화나까고 ㅋㅋㅋㅋ	1
22240	 현동  	부끄럽다	0
31	년째헛짓	야마가 돈대 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 귀여워	0
31425	전율을느껴라	아 ㅅㅂ 존나 안타깝네 나 니꺼 잼있게 보고 통쾌 하게 생각했던 한사람인데 노무노무 슬프다 오늘 들어와서 슨타크 하길래 뭔소린가 햇더니 너라니 한동안 안보여서 접은줄 알았드만 힘내라이기	1
7302	연꽃먹는로린이	16000배	0
2948	슨티브좝스	동의대에서 웃고가면 되냐	0
34488	 김지수  	ㅋㅋㅋㅋㅋ 이전 사과방송에서 읽다 웃은거 걸리니까 삭제하고 아예 얼굴도 안나오게 다시찍었네 ㅋㅋㅋㅋㅋㅋ대단하다 대단해	1
186	뇌간강	잘놀리노ㅋㅋㅋㅋ	0
33225	 길냥  	ㅅㅂ 사람들이 강아지 관한거 물어보길래 영상 봤는데 저거 주작이라고 생각하면 ㅈㄴ 소름 돋네 흐어엉 ㅇㅈㄹ 거리면서 연기했다는거지 저게 주작이 아니라면 당당하게 안지웠을테지만 지웠으니 주작이 맞다는 소리네 이게 사람이 할짓인가 그럼 사람들 댓글은 또 왜 지우는데ㅋㅋㅋㅋ 찔리는게 있어서 지우는게 맞는거지ㅋㅋㅋㅋㅋㅋㅋ	1
13865	 e연잉  	필기 왜버리세오  ㅠㅠㅠ 저주세여 저 중2입니다 ㅠㅠㅠㅠㅠㅠ예쁜 필기 버리지 마세오 ㅠㅠㅠ	0
2430	피성년후견인	패드립 막말은 하지말자하더래도 재밌게 하던가저게 뭐냐 웃기지도 않고 감정만 상하고	0
30813	개빨고싶다	어느순간부터 안보이더니 게이야 힘내라이기	1
6442	무명역류.	기요틴작성자가 너였구나  그거 재미나게봤는데하  세상일 어찌될지 모르네    힘들겠지만 힘내란 말밖에 못하겠다 고맙다 그동안 즐거움을 주어서	0
16346	 안세youtube  	편집 퇴사각 ㅋㅋㅋㅋ	0
533	구스탚융	아난 대학교때 과외만해서자란 추억이 없다	0
6406	경축속보사망	힘내라 유뷰	0
25302	느오무현	10년살고 네이티브 지가 말 안하면 모른다고 좆까라 병신새꺄 ㅋㅋ자이니치들도 자이니친지 딱 티난다는데 뭔 개 씹소리야 ㅋㅋ	1
11483	하..언조비카이	나같음 감당 못했을 고통일거 같은데 대단하다 이기	0
6458	스스디	빨리 주작이라고 말해 	0
17838	 08 08의 일상  	저건 제시가 할말 다 잘 한거임신지민 쟤 라디오스타에서 제시 까던데지 유리한쪽으로만 말하고ㅋ쟤 말하는거 보면 모기같아 웅엥웅에에에우우우에엥 이러는데 귀아파떨어질만한 애들이니까 그랬겠지 타이미 잘했는데 평가단 다 칭찬해줬으면서 탈락 그건 차별인거지ㅋㅋㅋ53좋아요 감사합니당헐 703 뭔일이예요12천 처음이예용 감사해용	0
17089	 남uuglee  	이 정권 이미 나라를 말아먹었지 않은가	0
34353	 ska A  	찜질방 가보면 술먹고 들어와서 고성방가하고 티비 채널 마음대로 돌리고 하는사람 다 50대이상임긴 세월 꽉찬건 나이랑 대가리 똥밖에없음	1
